,cs_id_100,100,cs_id_200,200,cs_id_300,300,cs_id_358,358,cs_id_966,966,cluster_size
5127,,,ENSG00000119673_L1_200,34,ENSG00000119673_L1_300,29,ENSG00000119673_L1_358,2,ENSG00000119673_L1_966,2,4.0
5128,,,ENSG00000176903_L1_200,92,ENSG00000176903_L1_300,102,ENSG00000176903_L1_358,93,ENSG00000176903_L1_966,63,4.0
5129,,,ENSG00000140043_L1_200,3,ENSG00000140043_L1_300,2,ENSG00000140043_L1_358,3,ENSG00000140043_L1_966,1,4.0
5130,,,ENSG00000156050_L1_200,214,ENSG00000156050_L1_300,125,ENSG00000156050_L1_358,73,ENSG00000156050_L1_966,40,4.0
5131,,,ENSG00000119699_L1_200,1,,,ENSG00000119699_L1_358,1,ENSG00000119699_L1_966,1,3.0
5132,,,ENSG00000071246_L1_200,6,ENSG00000071246_L1_300,29,ENSG00000071246_L1_358,5,ENSG00000071246_L1_966,5,4.0
5133,,,ENSG00000100433_L1_200,49,ENSG00000100433_L1_300,35,ENSG00000100433_L1_358,40,ENSG00000100433_L1_966,51,4.0
5134,,,ENSG00000133962_L1_200,59,ENSG00000133962_L1_300,10,,,ENSG00000133962_L1_966,6,3.0
5135,,,ENSG00000165929_L1_200,31,ENSG00000165929_L1_300,32,ENSG00000165929_L1_358,30,ENSG00000165929_L1_966,8,4.0
5136,,,ENSG00000260711_L1_200,41,ENSG00000260711_L1_300,41,ENSG00000260711_L1_358,37,ENSG00000260711_L1_966,7,4.0
5137,,,ENSG00000140092_L1_200,3,ENSG00000140092_L1_300,3,ENSG00000140092_L1_358,3,ENSG00000140092_L1_966,3,4.0
5138,,,ENSG00000183648_L1_200,41,ENSG00000183648_L1_300,85,ENSG00000183648_L1_358,82,ENSG00000183648_L1_966,32,4.0
5139,,,ENSG00000165934_L1_200,34,ENSG00000165934_L1_300,32,ENSG00000165934_L1_358,32,ENSG00000165934_L1_966,31,4.0
5140,,,ENSG00000119632_L1_200,1,ENSG00000119632_L1_300,1,ENSG00000119632_L1_358,1,ENSG00000119632_L1_966,1,4.0
5141,,,ENSG00000197249_L1_200,17,ENSG00000197249_L1_300,17,ENSG00000197249_L1_358,16,ENSG00000197249_L1_966,17,4.0
5142,,,ENSG00000187621_L1_200,1,ENSG00000187621_L1_300,1,ENSG00000187621_L1_358,1,ENSG00000187621_L1_966,1,4.0
5143,,,,,ENSG00000140105_L1_300,29,ENSG00000140105_L1_358,29,ENSG00000140105_L1_966,22,3.0
5144,,,,,ENSG00000196663_L1_300,175,ENSG00000196663_L1_358,178,ENSG00000196663_L1_966,147,3.0
5145,,,,,ENSG00000126215_L1_300,53,ENSG00000126215_L1_358,29,,,2.0
5146,,,,,ENSG00000166170_L1_300,64,ENSG00000166170_L1_358,52,ENSG00000166170_L1_966,6,3.0
5147,,,,,ENSG00000100711_L1_300,61,ENSG00000100711_L1_358,53,ENSG00000100711_L1_966,35,3.0
5148,,,,,ENSG00000183828_L1_300,22,ENSG00000183828_L1_358,22,,,2.0
5149,,,,,ENSG00000184986_L1_300,51,ENSG00000184986_L1_358,51,ENSG00000184986_L1_966,28,3.0
5150,,,,,ENSG00000211973_L1_300,91,ENSG00000211973_L1_358,100,,,2.0
5151,,,,,ENSG00000281990_L1_300,9,ENSG00000281990_L1_358,8,,,2.0
5152,,,,,ENSG00000211974_L1_300,6,ENSG00000211974_L1_358,4,,,2.0
5153,,,,,ENSG00000165782_L1_300,2,ENSG00000165782_L1_358,2,,,2.0
5154,,,,,ENSG00000255582_L1_300,11,ENSG00000255582_L1_358,4,ENSG00000255582_L1_966,11,3.0
5155,,,,,ENSG00000100461_L1_300,1,ENSG00000100461_L1_358,1,,,2.0
5156,,,,,ENSG00000100804_L1_300,7,ENSG00000100804_L1_358,10,ENSG00000100804_L1_966,3,3.0
5157,,,,,ENSG00000157326_L1_300,20,ENSG00000157326_L1_358,20,ENSG00000157326_L1_966,20,3.0
5158,,,,,,,ENSG00000187630_L1_358,23,ENSG00000187630_L1_966,17,2.0
5159,,,,,ENSG00000187630_L1_300,1,,,,,1.0
5160,,,,,ENSG00000157379_L1_300,2,ENSG00000157379_L1_358,2,ENSG00000157379_L1_966,1,3.0
5161,,,,,ENSG00000100968_L1_300,11,ENSG00000100968_L1_358,6,ENSG00000100968_L1_966,4,3.0
5162,,,,,ENSG00000129480_L1_300,15,ENSG00000129480_L1_358,12,ENSG00000129480_L1_966,13,3.0
5163,,,,,ENSG00000258738_L1_300,9,ENSG00000258738_L1_358,9,ENSG00000258738_L1_966,8,3.0
5164,,,,,ENSG00000151327_L1_300,90,ENSG00000151327_L1_358,97,,,2.0
5165,,,,,ENSG00000100890_L1_300,34,ENSG00000100890_L1_358,36,ENSG00000100890_L1_966,37,3.0
5166,,,,,ENSG00000092020_L1_300,21,ENSG00000092020_L1_358,16,ENSG00000092020_L1_966,23,3.0
5167,,,,,ENSG00000258526_L1_300,18,ENSG00000258526_L1_358,18,ENSG00000258526_L1_966,17,3.0
5168,,,,,ENSG00000197776_L1_300,92,,,ENSG00000197776_L1_966,9,2.0
5169,,,,,ENSG00000186469_L1_300,12,ENSG00000186469_L1_358,12,ENSG00000186469_L1_966,8,3.0
5170,,,,,ENSG00000198252_L1_300,40,,,ENSG00000198252_L1_966,35,2.0
5171,,,,,ENSG00000279636_L1_300,87,ENSG00000279636_L1_358,87,ENSG00000279636_L1_966,102,3.0
5172,,,,,ENSG00000100592_L1_300,21,ENSG00000100592_L1_358,24,ENSG00000100592_L1_966,16,3.0
5173,,,,,ENSG00000139998_L1_300,2,ENSG00000139998_L1_358,1,,,2.0
5174,,,,,ENSG00000245466_L1_300,1,ENSG00000245466_L1_358,3,ENSG00000245466_L1_966,1,3.0
5175,,,,,ENSG00000182732_L1_300,5,ENSG00000182732_L1_358,4,ENSG00000182732_L1_966,2,3.0
5176,,,,,ENSG00000258559_L1_300,32,ENSG00000258559_L1_358,24,ENSG00000258559_L1_966,32,3.0
5177,,,,,ENSG00000259005_L1_300,34,ENSG00000259005_L1_358,33,ENSG00000259005_L1_966,32,3.0
5178,,,,,ENSG00000119685_L1_300,88,ENSG00000119685_L1_358,80,ENSG00000119685_L1_966,7,3.0
5179,,,,,ENSG00000100577_L1_300,15,,,ENSG00000100577_L1_966,2,2.0
5180,,,,,ENSG00000063761_L1_300,56,ENSG00000063761_L1_358,46,,,2.0
5181,,,,,ENSG00000258733_L1_300,34,ENSG00000258733_L1_358,33,ENSG00000258733_L1_966,26,3.0
5182,,,,,ENSG00000258807_L1_300,12,ENSG00000258807_L1_358,13,,,2.0
5183,,,,,ENSG00000140030_L1_300,82,ENSG00000140030_L1_358,80,ENSG00000140030_L1_966,38,3.0
5184,,,,,ENSG00000089737_L1_300,49,ENSG00000089737_L1_358,49,ENSG00000089737_L1_966,50,3.0
5185,,,,,ENSG00000140093_L1_300,22,ENSG00000140093_L1_358,25,ENSG00000140093_L1_966,18,3.0
5186,,,,,ENSG00000170054_L1_300,10,ENSG00000170054_L1_358,10,ENSG00000170054_L1_966,10,3.0
5187,,,,,ENSG00000165959_L1_300,1,ENSG00000165959_L1_358,1,ENSG00000165959_L1_966,1,3.0
5188,,,,,,,ENSG00000089902_L1_358,59,,,1.0
5189,,,,,,,ENSG00000256053_L1_358,55,ENSG00000256053_L1_966,40,2.0
5190,,,,,,,ENSG00000260792_L1_358,9,ENSG00000260792_L1_966,5,2.0
5191,,,,,,,ENSG00000099814_L1_358,29,,,1.0
5192,,,,,,,ENSG00000211970_L1_358,103,ENSG00000211970_L1_966,44,2.0
5193,,,,,,,ENSG00000274576_L1_358,74,ENSG00000274576_L1_966,45,2.0
5194,,,,,,,ENSG00000100814_L1_358,22,ENSG00000100814_L1_966,12,2.0
5195,,,,,,,ENSG00000172590_L1_358,9,,,1.0
5196,,,,,,,ENSG00000129460_L1_358,50,,,1.0
5197,,,,,,,ENSG00000186648_L1_358,2,ENSG00000186648_L1_966,2,2.0
5198,,,,,,,ENSG00000258744_L1_358,109,ENSG00000258744_L1_966,15,2.0
5199,,,,,,,ENSG00000165502_L1_358,56,ENSG00000165502_L1_966,42,2.0
5200,,,,,,,ENSG00000100523_L1_358,158,ENSG00000100523_L1_966,89,2.0
5201,,,,,,,ENSG00000023608_L1_358,51,ENSG00000023608_L1_966,48,2.0
5202,,,,,,,ENSG00000134001_L1_358,682,ENSG00000134001_L1_966,437,2.0
5203,,,,,,,ENSG00000081181_L1_358,21,,,1.0
5204,,,,,,,ENSG00000205659_L1_358,40,ENSG00000205659_L1_966,33,2.0
5205,,,,,,,ENSG00000100577_L1_358,17,,,1.0
5206,,,,,,,ENSG00000042317_L1_358,49,ENSG00000042317_L1_966,3,2.0
5207,,,,,,,ENSG00000042088_L1_358,7,ENSG00000042088_L1_966,5,2.0
5208,,,,,,,ENSG00000275198_L1_358,20,ENSG00000275198_L1_966,16,2.0
5209,,,,,,,ENSG00000100665_L1_358,1,,,1.0
5210,,,,,,,ENSG00000258516_L1_358,20,,,1.0
5211,,,,,,,,,ENSG00000272444_L1_966,5,1.0
5212,,,,,,,,,ENSG00000080823_L1_966,20,1.0
5213,,,,,,,,,ENSG00000100865_L1_966,10,1.0
5214,,,,,,,,,ENSG00000075413_L1_966,6,1.0
5215,,,,,,,,,ENSG00000166166_L1_966,8,1.0
5216,,,,,,,,,ENSG00000258851_L1_966,32,1.0
5217,,,,,,,,,ENSG00000269940_L1_966,39,1.0
5218,,,,,,,,,ENSG00000126215_L1_966,22,1.0
5219,,,,,,,,,ENSG00000156414_L1_966,22,1.0
5220,,,,,,,,,ENSG00000203485_L1_966,7,1.0
5221,,,,,,,,,ENSG00000258736_L1_966,6,1.0
5222,,,,,,,,,ENSG00000258811_L1_966,22,1.0
5223,,,,,,,,,ENSG00000099814_L1_966,4,1.0
5224,,,,,,,,,ENSG00000166428_L1_966,47,1.0
5225,,,,,,,,,ENSG00000185567_L1_966,28,1.0
5226,,,,,,,,,ENSG00000185024_L1_966,89,1.0
5227,,,,,,,,,ENSG00000185347_L1_966,57,1.0
5228,,,,,,,,,ENSG00000211967_L1_966,16,1.0
5229,,,,,,,,,ENSG00000211964_L1_966,1,1.0
5230,,,,,,,,,ENSG00000282639_L1_966,171,1.0
5231,,,,,,,,,ENSG00000211959_L1_966,332,1.0
5232,,,,,,,,,ENSG00000224373_L1_966,41,1.0
5233,,,,,,,,,ENSG00000211958_L1_966,308,1.0
5234,,,,,,,,,ENSG00000211972_L1_966,36,1.0
5235,,,,,,,,,ENSG00000211973_L1_966,1,1.0
5236,,,,,,,,,ENSG00000281990_L1_966,2,1.0
5237,,,,,,,,,ENSG00000136319_L1_966,7,1.0
5238,,,,,,,,,ENSG00000129484_L1_966,23,1.0
5239,,,,,,,,,ENSG00000185271_L1_966,7,1.0
5240,,,,,,,,,ENSG00000181803_L1_966,4,1.0
5241,,,,,,,,,ENSG00000258810_L1_966,12,1.0
5242,,,,,,,,,ENSG00000092203_L1_966,28,1.0
5243,,,,,,,,,ENSG00000211829_L1_966,21,1.0
5244,,,,,,,,,ENSG00000211840_L1_966,3,1.0
5245,,,,,,,,,ENSG00000211855_L1_966,25,1.0
5246,,,,,,,,,ENSG00000129562_L1_966,4,1.0
5247,,,,,,,,,ENSG00000258458_L1_966,27,1.0
5248,,,,,,,,,ENSG00000155463_L1_966,7,1.0
5249,,,,,,,,,ENSG00000172590_L1_966,1,1.0
5250,,,,,,,,,ENSG00000100461_L1_966,32,1.0
5251,,,,,,,,,ENSG00000215271_L1_966,6,1.0
5252,,,,,,,,,ENSG00000285467_L1_966,26,1.0
5253,,,,,,,,,ENSG00000092010_L1_966,26,1.0
5254,,,,,,,,,ENSG00000213903_L1_966,15,1.0
5255,,,,,,,,,ENSG00000139910_L1_966,45,1.0
5256,,,,,,,,,ENSG00000092108_L1_966,88,1.0
5257,,,,,,,,,ENSG00000100473_L1_966,3,1.0
5258,,,,,,,,,ENSG00000196792_L1_966,38,1.0
5259,,,,,,,,,ENSG00000100478_L1_966,60,1.0
5260,,,,,,,,,ENSG00000151413_L1_966,17,1.0
5261,,,,,,,,,ENSG00000282885_L1_966,45,1.0
5262,,,,,,,,,ENSG00000100485_L1_966,88,1.0
5263,,,,,,,,,ENSG00000012983_L1_966,91,1.0
5264,,,,,,,,,ENSG00000151748_L1_966,38,1.0
5265,,,,,,,,,ENSG00000139921_L1_966,7,1.0
5266,,,,,,,,,ENSG00000258479_L1_966,15,1.0
5267,,,,,,,,,ENSG00000237356_L1_966,26,1.0
5268,,,,,,,,,ENSG00000100526_L1_966,10,1.0
5269,,,,,,,,,ENSG00000100528_L1_966,52,1.0
5270,,,,,,,,,ENSG00000131979_L1_966,41,1.0
5271,,,,,,,,,ENSG00000178974_L1_966,212,1.0
5272,,,,,,,,,ENSG00000186615_L1_966,62,1.0
5273,,,,,,,,,ENSG00000139946_L1_966,26,1.0
5274,,,,,,,,,ENSG00000131966_L1_966,5,1.0
5275,,,,,,,,,ENSG00000050130_L1_966,68,1.0
5276,,,,,,,,,ENSG00000181619_L1_966,8,1.0
5277,,,,,,,,,ENSG00000100612_L1_966,72,1.0
5278,,,,,,,,,ENSG00000027075_L1_966,2,1.0
5279,,,,,,,,,ENSG00000247287_L1_966,2,1.0
5280,,,,,,,,,ENSG00000100644_L1_966,22,1.0
5281,,,,,,,,,ENSG00000140006_L1_966,157,1.0
5282,,,,,,,,,ENSG00000179841_L1_966,2,1.0
5283,,,,,,,,,ENSG00000126822_L1_966,9,1.0
5284,,,,,,,,,ENSG00000176153_L1_966,57,1.0
5285,,,,,,,,,ENSG00000258561_L1_966,433,1.0
5286,,,,,,,,,ENSG00000100554_L1_966,454,1.0
5287,,,,,,,,,ENSG00000198133_L1_966,6,1.0
5288,,,,,,,,,ENSG00000054690_L1_966,10,1.0
5289,,,,,,,,,ENSG00000258422_L1_966,14,1.0
5290,,,,,,,,,ENSG00000259153_L1_966,9,1.0
5291,,,,,,,,,ENSG00000258871_L1_966,5,1.0
5292,,,,,,,,,ENSG00000080815_L1_966,11,1.0
5293,,,,,,,,,ENSG00000258586_L1_966,11,1.0
5294,,,,,,,,,ENSG00000187097_L1_966,1,1.0
5295,,,,,,,,,ENSG00000119614_L1_966,32,1.0
5296,,,,,,,,,ENSG00000119688_L1_966,49,1.0
5297,,,,,,,,,ENSG00000270000_L1_966,29,1.0
5298,,,,,,,,,ENSG00000198208_L1_966,8,1.0
5299,,,,,,,,,ENSG00000119715_L1_966,19,1.0
5300,,,,,,,,,ENSG00000119669_L1_966,4,1.0
5301,,,,,,,,,ENSG00000009830_L1_966,1,1.0
5302,,,,,,,,,ENSG00000100580_L1_966,30,1.0
5303,,,,,,,,,ENSG00000165555_L1_966,65,1.0
5304,,,,,,,,,ENSG00000100601_L1_966,72,1.0
5305,,,,,,,,,ENSG00000063761_L1_966,2,1.0
5306,,,,,,,,,ENSG00000165409_L1_966,44,1.0
5307,,,,,,,,,ENSG00000284959_L1_966,45,1.0
5308,,,,,,,,,ENSG00000258867_L1_966,65,1.0
5309,,,,,,,,,ENSG00000258920_L1_966,13,1.0
5310,,,,,,,,,ENSG00000258792_L1_966,13,1.0
5311,,,,,,,,,ENSG00000152315_L1_966,2,1.0
5312,,,,,,,,,ENSG00000198668_L1_966,8,1.0
5313,,,,,,,,,ENSG00000100600_L1_966,2,1.0
5314,,,,,,,,,ENSG00000170270_L1_966,9,1.0
5315,,,,,,,,,ENSG00000153485_L1_966,8,1.0
5316,,,,,,,,,ENSG00000165943_L1_966,6,1.0
5317,,,,,,,,,ENSG00000011114_L1_966,7,1.0
5318,,,,,,,,,ENSG00000170099_L1_966,20,1.0
5319,,,,,,,,,ENSG00000258572_L1_966,1,1.0
5320,,,,,,,,,ENSG00000258927_L1_966,40,1.0
5321,,,,,,,,,ENSG00000270038_L1_966,40,1.0
5322,,,,,,,,,ENSG00000100721_L1_966,6,1.0
5323,,,,,,,,,ENSG00000258702_L1_966,1,1.0
5324,,,,,,,,,ENSG00000182218_L1_966,9,1.0
5325,ENSG00000140471_L1_100,9,ENSG00000140471_L1_200,53,ENSG00000140471_L1_300,45,ENSG00000140471_L1_358,6,ENSG00000140471_L1_966,5,5.0
5326,ENSG00000270127_L1_100,3,ENSG00000270127_L1_200,3,ENSG00000270127_L1_300,2,ENSG00000270127_L1_358,1,ENSG00000270127_L1_966,1,5.0
5327,ENSG00000128891_L1_100,91,ENSG00000128891_L1_200,61,ENSG00000128891_L1_300,19,ENSG00000128891_L1_358,11,ENSG00000128891_L1_966,7,5.0
5328,ENSG00000166140_L1_100,12,ENSG00000166140_L1_200,13,ENSG00000166140_L1_300,10,ENSG00000166140_L1_358,10,ENSG00000166140_L1_966,9,5.0
5329,ENSG00000137806_L1_100,1,,,,,,,,,1.0
5330,ENSG00000103932_L1_100,11,ENSG00000103932_L1_200,13,ENSG00000103932_L1_300,9,ENSG00000103932_L1_358,10,ENSG00000103932_L1_966,2,5.0
5331,ENSG00000243708_L1_100,46,ENSG00000243708_L1_200,42,ENSG00000243708_L1_300,42,ENSG00000243708_L1_358,39,ENSG00000243708_L1_966,10,5.0
5332,ENSG00000137877_L1_100,11,ENSG00000137877_L1_200,4,ENSG00000137877_L1_300,1,ENSG00000137877_L1_358,1,ENSG00000137877_L1_966,1,5.0
5333,ENSG00000104055_L1_100,39,ENSG00000104055_L1_200,35,ENSG00000104055_L1_300,33,ENSG00000104055_L1_358,32,ENSG00000104055_L1_966,18,5.0
5334,ENSG00000168803_L1_100,149,ENSG00000168803_L1_200,74,ENSG00000168803_L1_300,24,ENSG00000168803_L1_358,23,ENSG00000168803_L1_966,24,5.0
5335,ENSG00000166762_L1_100,120,ENSG00000166762_L1_200,142,ENSG00000166762_L1_300,93,ENSG00000166762_L1_358,70,ENSG00000166762_L1_966,62,5.0
5336,ENSG00000137860_L1_100,74,ENSG00000137860_L1_200,72,ENSG00000137860_L1_300,69,ENSG00000137860_L1_358,67,,,4.0
5337,ENSG00000259520_L1_100,10,ENSG00000259520_L1_200,10,ENSG00000259520_L1_300,10,ENSG00000259520_L1_358,10,ENSG00000259520_L1_966,8,5.0
5338,ENSG00000137767_L1_100,20,ENSG00000137767_L1_200,16,ENSG00000137767_L1_300,3,ENSG00000137767_L1_358,3,ENSG00000137767_L1_966,14,5.0
5339,ENSG00000244879_L1_100,28,ENSG00000244879_L1_200,19,ENSG00000244879_L1_300,18,ENSG00000244879_L1_358,18,ENSG00000244879_L1_966,6,5.0
5340,ENSG00000259712_L1_100,12,ENSG00000259712_L1_200,10,ENSG00000259712_L1_300,10,ENSG00000259712_L1_358,9,ENSG00000259712_L1_966,9,5.0
5341,ENSG00000247982_L1_100,82,ENSG00000247982_L1_200,5,ENSG00000247982_L1_300,6,ENSG00000247982_L1_358,5,ENSG00000247982_L1_966,3,5.0
5342,ENSG00000103657_L1_100,1,ENSG00000103657_L1_200,1,ENSG00000103657_L1_300,1,ENSG00000103657_L1_358,1,ENSG00000103657_L1_966,1,5.0
5343,ENSG00000166839_L1_100,3,ENSG00000166839_L1_200,6,ENSG00000166839_L1_300,3,ENSG00000166839_L1_358,3,ENSG00000166839_L1_966,3,5.0
5344,ENSG00000074696_L1_100,23,,,,,,,ENSG00000074696_L1_966,14,2.0
5345,ENSG00000166938_L1_100,4,ENSG00000166938_L1_200,2,ENSG00000166938_L1_300,2,ENSG00000166938_L1_358,2,ENSG00000166938_L1_966,2,5.0
5346,ENSG00000067141_L1_100,3,ENSG00000067141_L1_200,3,ENSG00000067141_L1_300,7,ENSG00000067141_L1_358,6,ENSG00000067141_L1_966,1,5.0
5347,ENSG00000178802_L1_100,19,ENSG00000178802_L1_200,43,ENSG00000178802_L1_300,16,ENSG00000178802_L1_358,18,ENSG00000178802_L1_966,22,5.0
5348,ENSG00000136378_L1_100,84,ENSG00000136378_L1_200,9,ENSG00000136378_L1_300,8,ENSG00000136378_L1_358,4,ENSG00000136378_L1_966,4,5.0
5349,ENSG00000103811_L1_100,23,ENSG00000103811_L1_200,13,ENSG00000103811_L1_300,13,ENSG00000103811_L1_358,12,ENSG00000103811_L1_966,13,5.0
5350,ENSG00000136371_L1_100,47,ENSG00000136371_L1_200,34,ENSG00000136371_L1_300,32,ENSG00000136371_L1_358,32,ENSG00000136371_L1_966,31,5.0
5351,ENSG00000188659_L1_100,49,ENSG00000188659_L1_200,31,ENSG00000188659_L1_300,30,ENSG00000188659_L1_358,30,ENSG00000188659_L1_966,14,5.0
5352,ENSG00000278662_L1_100,25,ENSG00000278662_L1_200,16,ENSG00000278662_L1_300,16,ENSG00000278662_L1_358,15,ENSG00000278662_L1_966,10,5.0
5353,ENSG00000259704_L1_100,1,ENSG00000259704_L1_200,1,ENSG00000259704_L1_300,1,ENSG00000259704_L1_358,1,ENSG00000259704_L1_966,1,5.0
5354,,,ENSG00000166912_L1_200,85,ENSG00000166912_L1_300,29,ENSG00000166912_L1_358,17,,,3.0
5355,,,ENSG00000169857_L1_200,9,ENSG00000169857_L1_300,10,ENSG00000169857_L1_358,6,ENSG00000169857_L1_966,6,4.0
5356,,,ENSG00000182117_L1_200,89,ENSG00000182117_L1_300,35,ENSG00000182117_L1_358,32,ENSG00000182117_L1_966,29,4.0
5357,,,ENSG00000186073_L1_200,22,,,ENSG00000186073_L1_358,22,ENSG00000186073_L1_966,19,3.0
5358,,,ENSG00000172575_L1_200,6,ENSG00000172575_L1_300,3,ENSG00000172575_L1_358,3,ENSG00000172575_L1_966,1,4.0
5359,,,ENSG00000128829_L1_200,7,,,ENSG00000128829_L1_358,5,ENSG00000128829_L1_966,7,3.0
5360,,,ENSG00000273855_L1_200,8,ENSG00000273855_L1_300,6,ENSG00000273855_L1_358,6,ENSG00000273855_L1_966,5,4.0
5361,,,ENSG00000137841_L1_200,5,ENSG00000137841_L1_300,1,ENSG00000137841_L1_358,1,ENSG00000137841_L1_966,2,4.0
5362,,,ENSG00000128928_L1_200,27,ENSG00000128928_L1_300,28,ENSG00000128928_L1_358,27,ENSG00000128928_L1_966,14,4.0
5363,,,ENSG00000247556_L1_200,87,ENSG00000247556_L1_300,50,ENSG00000247556_L1_358,44,ENSG00000247556_L1_966,36,4.0
5364,,,ENSG00000137806_L1_200,11,ENSG00000137806_L1_300,10,ENSG00000137806_L1_358,11,ENSG00000137806_L1_966,23,4.0
5365,,,ENSG00000140264_L1_200,117,ENSG00000140264_L1_300,103,ENSG00000140264_L1_358,106,ENSG00000140264_L1_966,245,4.0
5366,,,ENSG00000128886_L1_200,107,ENSG00000128886_L1_300,111,ENSG00000128886_L1_358,107,,,3.0
5367,,,ENSG00000171763_L1_200,134,ENSG00000171763_L1_300,126,ENSG00000171763_L1_358,127,ENSG00000171763_L1_966,127,4.0
5368,,,ENSG00000259705_L1_200,6,ENSG00000259705_L1_300,6,ENSG00000259705_L1_358,5,ENSG00000259705_L1_966,5,4.0
5369,,,ENSG00000156958_L1_200,61,ENSG00000156958_L1_300,63,ENSG00000156958_L1_358,67,ENSG00000156958_L1_966,29,4.0
5370,,,ENSG00000166262_L1_200,228,ENSG00000166262_L1_300,224,,,,,2.0
5371,,,ENSG00000104043_L1_200,14,ENSG00000104043_L1_300,23,ENSG00000104043_L1_358,22,ENSG00000104043_L1_966,22,4.0
5372,,,ENSG00000104093_L1_200,229,ENSG00000104093_L1_300,172,ENSG00000104093_L1_358,219,ENSG00000104093_L1_966,123,4.0
5373,,,ENSG00000259709_L1_200,1,,,,,ENSG00000259709_L1_966,1,2.0
5374,,,ENSG00000259577_L1_200,20,ENSG00000259577_L1_300,20,ENSG00000259577_L1_358,18,ENSG00000259577_L1_966,14,4.0
5375,,,ENSG00000197535_L1_200,280,ENSG00000197535_L1_300,268,ENSG00000197535_L1_358,267,ENSG00000197535_L1_966,131,4.0
5376,,,ENSG00000069943_L1_200,1,,,,,,,1.0
5377,,,ENSG00000128915_L1_200,44,ENSG00000128915_L1_300,44,ENSG00000128915_L1_358,43,ENSG00000128915_L1_966,39,4.0
5378,,,ENSG00000140416_L1_200,31,ENSG00000140416_L1_300,33,ENSG00000140416_L1_358,21,ENSG00000140416_L1_966,9,4.0
5379,,,ENSG00000138613_L1_200,2,ENSG00000138613_L1_300,1,ENSG00000138613_L1_358,1,ENSG00000138613_L1_966,1,4.0
5380,,,ENSG00000028528_L1_200,315,ENSG00000028528_L1_300,89,ENSG00000028528_L1_358,50,ENSG00000028528_L1_966,13,4.0
5381,,,ENSG00000103671_L1_200,114,ENSG00000103671_L1_300,100,ENSG00000103671_L1_358,104,ENSG00000103671_L1_966,39,4.0
5382,,,ENSG00000074696_L1_200,63,ENSG00000074696_L1_300,61,ENSG00000074696_L1_358,57,,,3.0
5383,,,ENSG00000174446_L1_200,26,,,,,,,1.0
5384,,,ENSG00000259673_L1_200,46,ENSG00000259673_L1_300,59,ENSG00000259673_L1_358,57,ENSG00000259673_L1_966,40,4.0
5385,,,ENSG00000270964_L1_200,63,ENSG00000270964_L1_300,41,ENSG00000270964_L1_358,20,ENSG00000270964_L1_966,12,4.0
5386,,,ENSG00000140459_L1_200,37,ENSG00000140459_L1_300,46,ENSG00000140459_L1_358,39,ENSG00000140459_L1_966,7,4.0
5387,,,ENSG00000140474_L1_200,5,ENSG00000140474_L1_300,5,ENSG00000140474_L1_358,4,ENSG00000140474_L1_966,4,4.0
5388,,,ENSG00000198794_L1_200,54,ENSG00000198794_L1_300,50,ENSG00000198794_L1_358,47,ENSG00000198794_L1_966,35,4.0
5389,,,ENSG00000169371_L1_200,90,ENSG00000169371_L1_300,76,ENSG00000169371_L1_358,82,ENSG00000169371_L1_966,63,4.0
5390,,,ENSG00000260269_L1_200,61,ENSG00000260269_L1_300,10,ENSG00000260269_L1_358,9,ENSG00000260269_L1_966,4,4.0
5391,,,ENSG00000167196_L1_200,219,ENSG00000167196_L1_300,218,ENSG00000167196_L1_358,216,ENSG00000167196_L1_966,6,4.0
5392,,,ENSG00000140386_L1_200,125,ENSG00000140386_L1_300,124,ENSG00000140386_L1_358,120,,,3.0
5393,,,ENSG00000140391_L1_200,21,ENSG00000140391_L1_300,1,ENSG00000140391_L1_358,1,ENSG00000140391_L1_966,1,4.0
5394,,,ENSG00000136425_L1_200,3,ENSG00000136425_L1_300,1,ENSG00000136425_L1_358,1,ENSG00000136425_L1_966,3,4.0
5395,,,,,ENSG00000180953_L1_300,40,,,ENSG00000180953_L1_966,29,2.0
5396,,,ENSG00000180953_L1_200,28,,,ENSG00000180953_L1_358,26,,,2.0
5397,,,ENSG00000103876_L1_200,5,ENSG00000103876_L1_300,7,ENSG00000103876_L1_358,6,ENSG00000103876_L1_966,5,4.0
5398,,,ENSG00000172349_L1_200,2,ENSG00000172349_L1_300,3,ENSG00000172349_L1_358,3,ENSG00000172349_L1_966,2,4.0
5399,,,ENSG00000172345_L1_200,2,ENSG00000172345_L1_300,2,ENSG00000172345_L1_358,1,ENSG00000172345_L1_966,2,4.0
5400,,,ENSG00000259407_L1_200,15,ENSG00000259407_L1_300,14,ENSG00000259407_L1_358,8,ENSG00000259407_L1_966,3,4.0
5401,,,ENSG00000140527_L1_200,2,ENSG00000140527_L1_300,8,ENSG00000140527_L1_358,12,,,3.0
5402,,,ENSG00000157823_L1_200,34,ENSG00000157823_L1_300,38,ENSG00000157823_L1_358,29,ENSG00000157823_L1_966,14,4.0
5403,,,ENSG00000259363_L1_200,11,ENSG00000259363_L1_300,8,ENSG00000259363_L1_358,7,,,3.0
5404,,,,,ENSG00000259583_L1_300,4,ENSG00000259583_L1_358,2,ENSG00000259583_L1_966,1,3.0
5405,,,,,ENSG00000140479_L1_300,7,ENSG00000140479_L1_358,2,,,2.0
5406,,,,,ENSG00000214265_L1_300,2,,,,,1.0
5407,,,,,ENSG00000186297_L1_300,1,,,,,1.0
