,cs_id_100,100,cs_id_200,200,cs_id_300,300,cs_id_358,358,cs_id_966,966,cluster_size
997,,,,,,,ENSG00000144485_L1_358,51,ENSG00000144485_L1_966,7,2.0
998,,,,,,,ENSG00000138031_L1_358,134,ENSG00000138031_L1_966,56,2.0
999,,,,,,,ENSG00000138028_L1_358,69,ENSG00000138028_L1_966,10,2.0
1000,,,,,,,ENSG00000163214_L1_358,40,ENSG00000163214_L1_966,7,2.0
1001,,,,,,,ENSG00000138078_L1_358,1,,,1.0
1002,,,,,,,ENSG00000212978_L1_358,66,,,1.0
1003,,,,,,,ENSG00000260101_L1_358,28,,,1.0
1004,,,,,,,ENSG00000234572_L1_358,2,ENSG00000234572_L1_966,1,2.0
1005,,,,,,,ENSG00000232613_L1_358,38,,,1.0
1006,,,,,,,ENSG00000151353_L1_358,12,ENSG00000151353_L1_966,11,2.0
1007,,,,,,,ENSG00000272342_L1_358,110,ENSG00000272342_L1_966,110,2.0
1008,,,,,,,ENSG00000124356_L1_358,9,ENSG00000124356_L1_966,12,2.0
1009,,,,,,,ENSG00000237883_L1_358,12,ENSG00000237883_L1_966,3,2.0
1010,,,,,,,ENSG00000225439_L1_358,32,ENSG00000225439_L1_966,31,2.0
1011,,,,,,,ENSG00000114978_L1_358,64,ENSG00000114978_L1_966,29,2.0
1012,,,,,,,ENSG00000272711_L1_358,9,,,1.0
1013,,,,,,,ENSG00000270571_L1_358,51,ENSG00000270571_L1_966,47,2.0
1014,,,,,,,ENSG00000271452_L1_358,38,ENSG00000271452_L1_966,24,2.0
1015,,,,,,,ENSG00000115525_L1_358,60,ENSG00000115525_L1_966,53,2.0
1016,,,,,,,ENSG00000285793_L1_358,1,,,1.0
1017,,,,,,,ENSG00000144026_L1_358,2,ENSG00000144026_L1_966,1,2.0
1018,,,,,,,,,ENSG00000144218_L1_966,8,1.0
1019,,,,,,,,,ENSG00000232084_L1_966,8,1.0
1020,,,,,,,,,ENSG00000115526_L1_966,122,1.0
1021,,,,,,,,,ENSG00000204634_L1_966,23,1.0
1022,,,,,,,,,ENSG00000071054_L1_966,3,1.0
1023,,,,,,,,,ENSG00000115590_L1_966,13,1.0
1024,,,,,,,,,ENSG00000115604_L1_966,126,1.0
1025,,,,,,,,,ENSG00000234389_L1_966,36,1.0
1026,,,,,,,,,ENSG00000234818_L1_966,104,1.0
1027,,,,,,,,,ENSG00000143870_L1_966,111,1.0
1028,,,,,,,,,ENSG00000196862_L1_966,100,1.0
1029,,,,,,,,,ENSG00000204588_L1_966,127,1.0
1030,,,,,,,,,ENSG00000153214_L1_966,33,1.0
1031,,,,,,,,,ENSG00000153208_L1_966,10,1.0
1032,,,,,,,,,ENSG00000125630_L1_966,9,1.0
1033,,,,,,,,,ENSG00000125611_L1_966,6,1.0
1034,,,,,,,,,ENSG00000144134_L1_966,3,1.0
1035,,,,,,,,,ENSG00000088205_L1_966,25,1.0
1036,,,,,,,,,ENSG00000125633_L1_966,40,1.0
1037,,,,,,,,,ENSG00000226856_L1_966,14,1.0
1038,,,,,,,,,ENSG00000115107_L1_966,13,1.0
1039,,,,,,,,,ENSG00000080293_L1_966,39,1.0
1040,,,,,,,,,ENSG00000171227_L1_966,50,1.0
1041,,,,,,,,,ENSG00000088179_L1_966,3,1.0
1042,,,,,,,,,ENSG00000115109_L1_966,277,1.0
1043,,,,,,,,,ENSG00000226479_L1_966,76,1.0
1044,,,,,,,,,ENSG00000163161_L1_966,43,1.0
1045,,,,,,,,,ENSG00000072163_L1_966,8,1.0
1046,,,,,,,,,ENSG00000072135_L1_966,17,1.0
1047,,,,,,,,,ENSG00000136002_L1_966,5,1.0
1048,,,,,,,,,ENSG00000286208_L1_966,44,1.0
1049,,,,,,,,,ENSG00000152128_L1_966,61,1.0
1050,,,,,,,,,ENSG00000115850_L1_966,104,1.0
1051,,,,,,,,,ENSG00000115866_L1_966,100,1.0
1052,,,,,,,,,ENSG00000150540_L1_966,15,1.0
1053,,,,,,,,,ENSG00000115919_L1_966,3,1.0
1054,,,,,,,,,ENSG00000075884_L1_966,4,1.0
1055,,,,,,,,,ENSG00000121989_L1_966,53,1.0
1056,,,,,,,,,ENSG00000123609_L1_966,46,1.0
1057,,,,,,,,,ENSG00000123636_L1_966,197,1.0
1058,,,,,,,,,ENSG00000248672_L1_966,5,1.0
1059,,,,,,,,,ENSG00000227403_L1_966,1,1.0
1060,,,,,,,,,ENSG00000197635_L1_966,16,1.0
1061,,,,,,,,,ENSG00000115339_L1_966,46,1.0
1062,,,,,,,,,ENSG00000232411_L1_966,19,1.0
1063,,,,,,,,,ENSG00000144362_L1_966,34,1.0
1064,,,,,,,,,ENSG00000213160_L1_966,1,1.0
1065,,,,,,,,,ENSG00000071967_L1_966,3,1.0
1066,,,,,,,,,ENSG00000172878_L1_966,12,1.0
1067,,,,,,,,,ENSG00000152256_L1_966,116,1.0
1068,,,,,,,,,ENSG00000091436_L1_966,4,1.0
1069,,,,,,,,,ENSG00000130508_L1_966,1,1.0
1070,,,,,,,,,ENSG00000178295_L1_966,6,1.0
1071,,,,,,,,,ENSG00000163364_L1_966,27,1.0
1072,,,,,,,,,ENSG00000163029_L1_966,18,1.0
1073,,,,,,,,,ENSG00000271401_L1_966,67,1.0
1074,,,,,,,,,ENSG00000170745_L1_966,8,1.0
1075,,,,,,,,,ENSG00000163492_L1_966,17,1.0
1076,,,,,,,,,ENSG00000170035_L1_966,279,1.0
1077,,,,,,,,,ENSG00000061676_L1_966,21,1.0
1078,,,,,,,,,ENSG00000138448_L1_966,5,1.0
1079,,,,,,,,,ENSG00000064989_L1_966,141,1.0
1080,,,,,,,,,ENSG00000204262_L1_966,12,1.0
1081,,,,,,,,,ENSG00000115368_L1_966,333,1.0
1082,,,,,,,,,ENSG00000138386_L1_966,59,1.0
1083,,,,,,,,,ENSG00000227542_L1_966,17,1.0
1084,,,,,,,,,ENSG00000173559_L1_966,3,1.0
1085,,,,,,,,,ENSG00000081320_L1_966,22,1.0
1086,,,,,,,,,ENSG00000065413_L1_966,22,1.0
1087,,,,,,,,,ENSG00000178074_L1_966,54,1.0
1088,,,,,,,,,ENSG00000115884_L1_966,4,1.0
1089,,,,,,,,,ENSG00000143869_L1_966,5,1.0
1090,,,,,,,,,ENSG00000118263_L1_966,20,1.0
1091,,,,,,,,,ENSG00000078018_L1_966,28,1.0
1092,,,,,,,,,ENSG00000178568_L1_966,23,1.0
1093,,,,,,,,,ENSG00000196096_L1_966,176,1.0
1094,,,,,,,,,ENSG00000138376_L1_966,19,1.0
1095,,,,,,,,,ENSG00000144452_L1_966,23,1.0
1096,,,,,,,,,ENSG00000115414_L1_966,8,1.0
1097,,,,,,,,,ENSG00000235770_L1_966,7,1.0
1098,,,,,,,,,ENSG00000118242_L1_966,11,1.0
1099,,,,,,,,,ENSG00000138375_L1_966,44,1.0
1100,,,,,,,,,ENSG00000233143_L1_966,1,1.0
1101,,,,,,,,,ENSG00000231672_L1_966,13,1.0
1102,,,,,,,,,ENSG00000079308_L1_966,5,1.0
1103,,,,,,,,,ENSG00000127838_L1_966,123,1.0
1104,,,,,,,,,ENSG00000163482_L1_966,2,1.0
1105,,,,,,,,,ENSG00000163521_L1_966,3,1.0
1106,,,,,,,,,ENSG00000123989_L1_966,6,1.0
1107,,,,,,,,,ENSG00000116106_L1_966,11,1.0
1108,,,,,,,,,ENSG00000116120_L1_966,69,1.0
1109,,,,,,,,,ENSG00000163082_L1_966,38,1.0
1110,,,,,,,,,ENSG00000124003_L1_966,5,1.0
1111,,,,,,,,,ENSG00000234193_L1_966,56,1.0
1112,,,,,,,,,ENSG00000135919_L1_966,19,1.0
1113,,,,,,,,,ENSG00000144460_L1_966,54,1.0
1114,,,,,,,,,ENSG00000169047_L1_966,36,1.0
1115,,,,,,,,,ENSG00000115009_L1_966,4,1.0
1116,,,,,,,,,ENSG00000067066_L1_966,9,1.0
1117,,,,,,,,,ENSG00000135899_L1_966,8,1.0
1118,,,,,,,,,ENSG00000163053_L1_966,8,1.0
1119,,,,,,,,,ENSG00000225963_L1_966,23,1.0
1120,,,,,,,,,ENSG00000135932_L1_966,54,1.0
1121,,,,,,,,,ENSG00000135916_L1_966,5,1.0
1122,,,,,,,,,ENSG00000135898_L1_966,11,1.0
1123,,,,,,,,,ENSG00000156966_L1_966,21,1.0
1124,,,,,,,,,ENSG00000224376_L1_966,17,1.0
1125,,,,,,,,,ENSG00000177673_L1_966,1,1.0
1126,,,,,,,,,ENSG00000237126_L1_966,34,1.0
1127,,,,,,,,,ENSG00000168918_L1_966,9,1.0
1128,,,,,,,,,ENSG00000085978_L1_966,28,1.0
1129,,,,,,,,,ENSG00000119771_L1_966,1,1.0
1130,,,,,,,,,ENSG00000124839_L1_966,9,1.0
1131,,,,,,,,,ENSG00000144488_L1_966,1,1.0
1132,,,,,,,,,ENSG00000283635_L1_966,1,1.0
1133,,,,,,,,,ENSG00000222020_L1_966,4,1.0
1134,,,,,,,,,ENSG00000163026_L1_966,149,1.0
1135,,,,,,,,,ENSG00000260942_L1_966,5,1.0
1136,,,,,,,,,ENSG00000122085_L1_966,58,1.0
1137,,,,,,,,,ENSG00000115677_L1_966,34,1.0
1138,,,,,,,,,ENSG00000006607_L1_966,34,1.0
1139,,,,,,,,,ENSG00000168397_L1_966,16,1.0
1140,,,,,,,,,ENSG00000204099_L1_966,15,1.0
1141,,,,,,,,,ENSG00000237940_L1_966,3,1.0
1142,,,,,,,,,ENSG00000138092_L1_966,25,1.0
1143,,,,,,,,,ENSG00000084676_L1_966,53,1.0
1144,,,,,,,,,ENSG00000115138_L1_966,5,1.0
1145,,,,,,,,,ENSG00000235072_L1_966,3,1.0
1146,,,,,,,,,ENSG00000138101_L1_966,2,1.0
1147,,,,,,,,,ENSG00000224220_L1_966,2,1.0
1148,,,,,,,,,ENSG00000138030_L1_966,55,1.0
1149,,,,,,,,,ENSG00000138002_L1_966,137,1.0
1150,,,,,,,,,ENSG00000163798_L1_966,40,1.0
1151,,,,,,,,,ENSG00000115295_L1_966,24,1.0
1152,,,,,,,,,ENSG00000228262_L1_966,5,1.0
1153,,,,,,,,,ENSG00000003509_L1_966,134,1.0
1154,,,,,,,,,ENSG00000115825_L1_966,66,1.0
1155,,,,,,,,,ENSG00000115828_L1_966,1,1.0
1156,,,,,,,,,ENSG00000163171_L1_966,20,1.0
1157,,,,,,,,,ENSG00000237803_L1_966,70,1.0
1158,,,,,,,,,ENSG00000011566_L1_966,2,1.0
1159,,,,,,,,,ENSG00000152154_L1_966,2,1.0
1160,,,,,,,,,ENSG00000138050_L1_966,102,1.0
1161,,,,,,,,,ENSG00000057935_L1_966,11,1.0
1162,,,,,,,,,ENSG00000234936_L1_966,73,1.0
1163,,,,,,,,,ENSG00000115970_L1_966,17,1.0
1164,,,,,,,,,ENSG00000152527_L1_966,33,1.0
1165,,,,,,,,,ENSG00000259439_L1_966,25,1.0
1166,,,,,,,,,ENSG00000171132_L1_966,38,1.0
1167,,,,,,,,,ENSG00000180398_L1_966,13,1.0
1168,,,,,,,,,ENSG00000068724_L1_966,1,1.0
1169,,,,,,,,,ENSG00000235760_L1_966,73,1.0
1170,,,,,,,,,ENSG00000138039_L1_966,6,1.0
1171,,,,,,,,,ENSG00000170820_L1_966,31,1.0
1172,,,,,,,,,ENSG00000272156_L1_966,5,1.0
1173,,,,,,,,,ENSG00000115306_L1_966,3,1.0
1174,,,,,,,,,ENSG00000085760_L1_966,1,1.0
1175,,,,,,,,,ENSG00000115421_L1_966,56,1.0
1176,,,,,,,,,ENSG00000143952_L1_966,260,1.0
1177,,,,,,,,,ENSG00000230923_L1_966,23,1.0
1178,,,,,,,,,ENSG00000225889_L1_966,19,1.0
1179,,,,,,,,,ENSG00000238201_L1_966,5,1.0
1180,,,,,,,,,ENSG00000260101_L1_966,1,1.0
1181,,,,,,,,,ENSG00000237638_L1_966,30,1.0
1182,,,,,,,,,ENSG00000232613_L1_966,5,1.0
1183,,,,,,,,,ENSG00000143971_L1_966,111,1.0
1184,,,,,,,,,ENSG00000233970_L1_966,10,1.0
1185,,,,,,,,,ENSG00000115956_L1_966,126,1.0
1186,,,,,,,,,ENSG00000205837_L1_966,1,1.0
1187,,,,,,,,,ENSG00000151692_L1_966,7,1.0
1188,,,,,,,,,ENSG00000228203_L1_966,7,1.0
1189,,,,,,,,,ENSG00000198380_L1_966,108,1.0
1190,,,,,,,,,ENSG00000116005_L1_966,108,1.0
1191,,,,,,,,,ENSG00000172554_L1_966,17,1.0
1192,,,,,,,,,ENSG00000235688_L1_966,17,1.0
1193,,,,,,,,,ENSG00000135631_L1_966,52,1.0
1194,,,,,,,,,ENSG00000135617_L1_966,44,1.0
1195,,,,,,,,,ENSG00000163013_L1_966,1,1.0
1196,,,,,,,,,ENSG00000223751_L1_966,115,1.0
1197,,,,,,,,,ENSG00000114956_L1_966,3,1.0
1198,,,,,,,,,ENSG00000272183_L1_966,26,1.0
1199,,,,,,,,,ENSG00000272711_L1_966,10,1.0
1200,,,,,,,,,ENSG00000115738_L1_966,4,1.0
1201,,,,,,,,,ENSG00000186854_L1_966,43,1.0
1202,,,,,,,,,ENSG00000042445_L1_966,1,1.0
1203,,,,,,,,,ENSG00000168883_L1_966,13,1.0
1204,,,,,,,,,ENSG00000236008_L1_966,24,1.0
1205,,,,,,,,,ENSG00000132313_L1_966,91,1.0
1206,,,,,,,,,ENSG00000249884_L1_966,18,1.0
1207,,,,,,,,,ENSG00000237667_L1_966,4,1.0
1208,,,,,,,,,ENSG00000239862_L1_966,170,1.0
1209,,,,,,,,,ENSG00000153574_L1_966,102,1.0
1210,,,,,,,,,ENSG00000119185_L1_966,2,1.0
1211,,,,,,,,,ENSG00000134330_L1_966,5,1.0
1212,,,,,,,,,ENSG00000114988_L1_966,12,1.0
1213,,,,,,,,,ENSG00000115085_L1_966,3,1.0
1214,,,,,,,,,ENSG00000144214_L1_966,84,1.0
1215,ENSG00000206535_L1_100,22,ENSG00000206535_L1_200,14,ENSG00000206535_L1_300,14,ENSG00000206535_L1_358,14,ENSG00000206535_L1_966,14,5.0
1216,ENSG00000285906_L1_100,1,ENSG00000285906_L1_200,1,ENSG00000285906_L1_300,1,ENSG00000285906_L1_358,1,ENSG00000285906_L1_966,1,5.0
1217,ENSG00000144559_L1_100,11,ENSG00000144559_L1_200,9,ENSG00000144559_L1_300,6,ENSG00000144559_L1_358,7,ENSG00000144559_L1_966,9,5.0
1218,ENSG00000163389_L1_100,36,ENSG00000163389_L1_200,23,ENSG00000163389_L1_300,31,ENSG00000163389_L1_358,23,ENSG00000163389_L1_966,22,5.0
1219,ENSG00000121577_L1_100,28,ENSG00000121577_L1_200,30,ENSG00000121577_L1_300,8,ENSG00000121577_L1_358,8,ENSG00000121577_L1_966,8,5.0
1220,ENSG00000163430_L1_100,1,ENSG00000163430_L1_200,1,ENSG00000163430_L1_300,1,ENSG00000163430_L1_358,1,ENSG00000163430_L1_966,1,5.0
1221,ENSG00000145088_L1_100,166,ENSG00000145088_L1_200,145,ENSG00000145088_L1_300,119,ENSG00000145088_L1_358,92,ENSG00000145088_L1_966,56,5.0
1222,ENSG00000173226_L1_100,94,ENSG00000173226_L1_200,94,ENSG00000173226_L1_300,90,ENSG00000173226_L1_358,76,ENSG00000173226_L1_966,80,5.0
1223,ENSG00000196981_L1_100,53,ENSG00000196981_L1_200,30,ENSG00000196981_L1_300,24,ENSG00000196981_L1_358,20,ENSG00000196981_L1_966,9,5.0
1224,ENSG00000132170_L1_100,55,ENSG00000132170_L1_200,68,ENSG00000132170_L1_300,56,ENSG00000132170_L1_358,52,ENSG00000132170_L1_966,46,5.0
1225,ENSG00000189366_L1_100,67,,,,,ENSG00000189366_L1_358,58,ENSG00000189366_L1_966,38,3.0
1226,ENSG00000251287_L1_100,8,ENSG00000251287_L1_200,7,ENSG00000251287_L1_300,6,ENSG00000251287_L1_358,2,ENSG00000251287_L1_966,5,5.0
1227,ENSG00000249846_L1_100,28,ENSG00000249846_L1_200,26,ENSG00000249846_L1_300,27,ENSG00000249846_L1_358,26,ENSG00000249846_L1_966,22,5.0
1228,ENSG00000113971_L1_100,3,ENSG00000113971_L1_200,5,ENSG00000113971_L1_300,5,ENSG00000113971_L1_358,3,ENSG00000113971_L1_966,3,5.0
1229,ENSG00000170819_L1_100,1,ENSG00000170819_L1_200,1,ENSG00000170819_L1_300,1,ENSG00000170819_L1_358,1,,,4.0
1230,ENSG00000129055_L1_100,223,ENSG00000129055_L1_200,207,ENSG00000129055_L1_300,195,ENSG00000129055_L1_358,186,ENSG00000129055_L1_966,90,5.0
1231,ENSG00000239213_L1_100,207,ENSG00000239213_L1_200,198,ENSG00000239213_L1_300,185,ENSG00000239213_L1_358,175,ENSG00000239213_L1_966,130,5.0
1232,ENSG00000163864_L1_100,3,ENSG00000163864_L1_200,2,ENSG00000163864_L1_300,4,ENSG00000163864_L1_358,2,ENSG00000163864_L1_966,2,5.0
1233,ENSG00000197980_L1_100,23,ENSG00000197980_L1_200,19,ENSG00000197980_L1_300,20,ENSG00000197980_L1_358,18,ENSG00000197980_L1_966,17,5.0
1234,ENSG00000239219_L1_100,31,ENSG00000239219_L1_200,13,ENSG00000239219_L1_300,10,ENSG00000239219_L1_358,8,ENSG00000239219_L1_966,3,5.0
1235,ENSG00000078070_L1_100,36,,,ENSG00000078070_L1_300,15,ENSG00000078070_L1_358,14,,,3.0
1236,ENSG00000187068_L1_100,53,ENSG00000187068_L1_200,48,ENSG00000187068_L1_300,38,ENSG00000187068_L1_358,40,ENSG00000187068_L1_966,42,5.0
1237,ENSG00000180611_L1_100,4,ENSG00000180611_L1_200,3,ENSG00000180611_L1_300,3,ENSG00000180611_L1_358,3,ENSG00000180611_L1_966,2,5.0
1238,ENSG00000127249_L1_100,87,ENSG00000127249_L1_200,75,ENSG00000127249_L1_300,55,ENSG00000127249_L1_358,52,ENSG00000127249_L1_966,21,5.0
1239,ENSG00000230102_L1_100,3,ENSG00000230102_L1_200,3,ENSG00000230102_L1_300,3,ENSG00000230102_L1_358,3,ENSG00000230102_L1_966,3,5.0
1240,ENSG00000176945_L1_100,6,ENSG00000176945_L1_200,15,ENSG00000176945_L1_300,4,ENSG00000176945_L1_358,3,ENSG00000176945_L1_966,1,5.0
1241,ENSG00000242086_L1_100,33,,,,,,,,,1.0
1242,ENSG00000077097_L1_100,24,ENSG00000077097_L1_200,23,ENSG00000077097_L1_300,23,ENSG00000077097_L1_358,21,ENSG00000077097_L1_966,10,5.0
1243,ENSG00000144642_L1_100,2,ENSG00000144642_L1_200,2,ENSG00000144642_L1_300,2,ENSG00000144642_L1_358,2,ENSG00000144642_L1_966,2,5.0
1244,ENSG00000168038_L1_100,281,ENSG00000168038_L1_200,236,ENSG00000168038_L1_300,210,ENSG00000168038_L1_358,199,ENSG00000168038_L1_966,162,5.0
1245,ENSG00000114812_L1_100,3,ENSG00000114812_L1_200,3,ENSG00000114812_L1_300,3,ENSG00000114812_L1_358,3,ENSG00000114812_L1_966,3,5.0
1246,ENSG00000196653_L1_100,2,ENSG00000196653_L1_200,2,ENSG00000196653_L1_300,2,ENSG00000196653_L1_358,2,ENSG00000196653_L1_966,1,5.0
1247,ENSG00000011376_L1_100,67,ENSG00000011376_L1_200,27,ENSG00000011376_L1_300,24,ENSG00000011376_L1_358,19,ENSG00000011376_L1_966,12,5.0
1248,ENSG00000172113_L1_100,80,ENSG00000172113_L1_200,79,ENSG00000172113_L1_300,78,ENSG00000172113_L1_358,78,ENSG00000172113_L1_966,65,5.0
1249,ENSG00000168268_L1_100,22,ENSG00000168268_L1_200,4,ENSG00000168268_L1_300,4,ENSG00000168268_L1_358,4,ENSG00000168268_L1_966,3,5.0
1250,ENSG00000163320_L1_100,32,,,ENSG00000163320_L1_300,37,ENSG00000163320_L1_358,35,ENSG00000163320_L1_966,2,4.0
1251,ENSG00000285635_L1_100,9,ENSG00000285635_L1_200,8,ENSG00000285635_L1_300,8,ENSG00000285635_L1_358,8,ENSG00000285635_L1_966,7,5.0
1252,,,ENSG00000154174_L1_200,20,ENSG00000154174_L1_300,15,ENSG00000154174_L1_358,15,ENSG00000154174_L1_966,13,4.0
1253,,,ENSG00000163703_L1_200,8,,,,,,,1.0
1254,,,ENSG00000138468_L1_200,99,,,,,,,1.0
1255,,,ENSG00000144815_L1_200,7,ENSG00000144815_L1_300,8,ENSG00000144815_L1_358,7,ENSG00000144815_L1_966,5,4.0
1256,,,ENSG00000157014_L1_200,13,ENSG00000157014_L1_300,11,ENSG00000157014_L1_358,9,ENSG00000157014_L1_966,8,4.0
1257,,,ENSG00000240288_L1_200,5,ENSG00000240288_L1_300,6,ENSG00000240288_L1_358,10,ENSG00000240288_L1_966,7,4.0
1258,,,ENSG00000196776_L1_200,54,ENSG00000196776_L1_300,27,ENSG00000196776_L1_358,17,ENSG00000196776_L1_966,5,4.0
1259,,,ENSG00000144824_L1_200,22,ENSG00000144824_L1_300,16,ENSG00000144824_L1_358,16,ENSG00000144824_L1_966,1,4.0
1260,,,ENSG00000144827_L1_200,53,,,ENSG00000144827_L1_358,53,ENSG00000144827_L1_966,50,3.0
1261,,,ENSG00000196639_L1_200,1,ENSG00000196639_L1_300,1,ENSG00000196639_L1_358,1,ENSG00000196639_L1_966,1,4.0
1262,,,ENSG00000091986_L1_200,55,ENSG00000091986_L1_300,50,ENSG00000091986_L1_358,42,ENSG00000091986_L1_966,18,4.0
1263,,,ENSG00000163607_L1_200,11,ENSG00000163607_L1_300,13,ENSG00000163607_L1_358,21,ENSG00000163607_L1_966,10,4.0
1264,,,ENSG00000138495_L1_200,4,ENSG00000138495_L1_300,4,ENSG00000138495_L1_358,4,ENSG00000138495_L1_966,4,4.0
1265,,,ENSG00000183833_L1_200,27,ENSG00000183833_L1_300,28,ENSG00000183833_L1_358,27,ENSG00000183833_L1_966,15,4.0
1266,,,ENSG00000282950_L1_200,1,ENSG00000282950_L1_300,2,ENSG00000282950_L1_358,1,ENSG00000282950_L1_966,1,4.0
1267,,,ENSG00000163428_L1_200,54,ENSG00000163428_L1_300,48,ENSG00000163428_L1_358,48,ENSG00000163428_L1_966,44,4.0
1268,,,ENSG00000272758_L1_200,3,ENSG00000272758_L1_300,2,ENSG00000272758_L1_358,2,ENSG00000272758_L1_966,3,4.0
1269,,,ENSG00000121542_L1_200,221,ENSG00000121542_L1_300,198,ENSG00000121542_L1_358,191,ENSG00000121542_L1_966,174,4.0
1270,,,ENSG00000206527_L1_200,20,ENSG00000206527_L1_300,17,ENSG00000206527_L1_358,17,ENSG00000206527_L1_966,22,4.0
1271,,,ENSG00000154743_L1_200,18,ENSG00000154743_L1_300,13,ENSG00000154743_L1_358,13,ENSG00000154743_L1_966,11,4.0
1272,,,ENSG00000082781_L1_200,14,ENSG00000082781_L1_300,3,ENSG00000082781_L1_358,3,ENSG00000082781_L1_966,15,4.0
1273,,,ENSG00000070476_L1_200,36,ENSG00000070476_L1_300,16,ENSG00000070476_L1_358,15,ENSG00000070476_L1_966,12,4.0
1274,,,ENSG00000144711_L1_200,13,ENSG00000144711_L1_300,17,ENSG00000144711_L1_358,14,ENSG00000144711_L1_966,5,4.0
1275,,,ENSG00000114054_L1_200,71,ENSG00000114054_L1_300,33,ENSG00000114054_L1_358,27,ENSG00000114054_L1_966,34,4.0
1276,,,ENSG00000272656_L1_200,109,ENSG00000272656_L1_300,115,ENSG00000272656_L1_358,107,ENSG00000272656_L1_966,36,4.0
1277,,,ENSG00000114744_L1_200,34,ENSG00000114744_L1_300,32,ENSG00000114744_L1_358,12,ENSG00000114744_L1_966,7,4.0
1278,,,ENSG00000169313_L1_200,8,ENSG00000169313_L1_300,8,ENSG00000169313_L1_358,7,ENSG00000169313_L1_966,7,4.0
1279,,,ENSG00000152580_L1_200,95,ENSG00000152580_L1_300,17,ENSG00000152580_L1_358,15,ENSG00000152580_L1_966,3,4.0
1280,,,ENSG00000152601_L1_200,118,ENSG00000152601_L1_300,95,,,,,2.0
1281,,,,,,,ENSG00000152601_L1_358,23,ENSG00000152601_L1_966,14,2.0
1282,,,ENSG00000243305_L1_200,50,ENSG00000243305_L1_300,47,ENSG00000243305_L1_358,34,ENSG00000243305_L1_966,13,4.0
1283,,,ENSG00000240875_L1_200,21,,,,,ENSG00000240875_L1_966,6,2.0
1284,,,ENSG00000154814_L1_200,45,ENSG00000154814_L1_300,32,ENSG00000154814_L1_358,37,ENSG00000154814_L1_966,24,4.0
1285,,,ENSG00000131378_L1_200,4,ENSG00000131378_L1_300,2,ENSG00000131378_L1_358,2,ENSG00000131378_L1_966,2,4.0
1286,,,ENSG00000188306_L1_200,8,ENSG00000188306_L1_300,8,ENSG00000188306_L1_358,5,ENSG00000188306_L1_966,8,4.0
1287,,,ENSG00000223387_L1_200,21,ENSG00000223387_L1_300,19,ENSG00000223387_L1_358,18,ENSG00000223387_L1_966,4,4.0
1288,,,ENSG00000144962_L1_200,3,ENSG00000144962_L1_300,3,ENSG00000144962_L1_358,3,ENSG00000144962_L1_966,3,4.0
1289,,,ENSG00000113946_L1_200,17,ENSG00000113946_L1_300,17,ENSG00000113946_L1_358,18,ENSG00000113946_L1_966,13,4.0
1290,,,ENSG00000231770_L1_200,7,,,ENSG00000231770_L1_358,5,,,2.0
1291,,,ENSG00000041802_L1_200,3,ENSG00000041802_L1_300,3,,,ENSG00000041802_L1_966,1,3.0
1292,,,ENSG00000230266_L1_200,14,,,,,ENSG00000230266_L1_966,2,2.0
1293,,,ENSG00000242086_L1_200,3,,,,,ENSG00000242086_L1_966,5,2.0
1294,,,ENSG00000161217_L1_200,6,,,,,,,1.0
1295,,,ENSG00000224318_L1_200,2,ENSG00000224318_L1_300,2,ENSG00000224318_L1_358,2,ENSG00000224318_L1_966,2,4.0
1296,,,ENSG00000174007_L1_200,50,ENSG00000174007_L1_300,56,ENSG00000174007_L1_358,58,ENSG00000174007_L1_966,8,4.0
1297,,,ENSG00000272989_L1_200,2,ENSG00000272989_L1_300,2,ENSG00000272989_L1_358,1,ENSG00000272989_L1_966,1,4.0
1298,,,ENSG00000163576_L1_200,3,ENSG00000163576_L1_300,2,ENSG00000163576_L1_358,2,ENSG00000163576_L1_966,2,4.0
1299,,,ENSG00000197885_L1_200,63,,,ENSG00000197885_L1_358,71,ENSG00000197885_L1_966,52,3.0
1300,,,ENSG00000163508_L1_200,1,ENSG00000163508_L1_300,1,,,ENSG00000163508_L1_966,1,3.0
1301,,,ENSG00000072756_L1_200,5,ENSG00000072756_L1_300,6,ENSG00000072756_L1_358,6,ENSG00000072756_L1_966,2,4.0
1302,,,ENSG00000144677_L1_200,31,ENSG00000144677_L1_300,40,ENSG00000144677_L1_358,6,ENSG00000144677_L1_966,3,4.0
1303,,,ENSG00000179934_L1_200,23,ENSG00000179934_L1_300,23,ENSG00000179934_L1_358,23,ENSG00000179934_L1_966,20,4.0
1304,,,ENSG00000168329_L1_200,125,ENSG00000168329_L1_300,140,ENSG00000168329_L1_358,110,ENSG00000168329_L1_966,132,4.0
1305,,,ENSG00000223797_L1_200,181,ENSG00000223797_L1_300,133,ENSG00000223797_L1_358,113,ENSG00000223797_L1_966,104,4.0
1306,,,ENSG00000144647_L1_200,10,ENSG00000144647_L1_300,10,ENSG00000144647_L1_358,9,ENSG00000144647_L1_966,7,4.0
1307,,,ENSG00000144455_L1_200,4,ENSG00000144455_L1_300,4,ENSG00000144455_L1_358,4,ENSG00000144455_L1_966,3,4.0
1308,,,ENSG00000163807_L1_200,40,ENSG00000163807_L1_300,12,ENSG00000163807_L1_358,23,ENSG00000163807_L1_966,30,4.0
1309,,,ENSG00000163814_L1_200,17,ENSG00000163814_L1_300,25,ENSG00000163814_L1_358,18,,,3.0
